Time,Currency,Impact,Event,Actual,Forecast,Previous,Gmt time,Open,High,Low,Close,Volume,Low Impact,Medium Impact,High Impact
05.04.2019 12:30:00.00,USD,High Impact Expected,Unemployment Rate,3.80%,3.80%,3.80%,1.12297,1.12472,1.12290,1.12337,1020.96,'Actual' less than 'Forecast' is good for currency;,0,0,3
05.04.2019 19:00:00.00,USD,Low Impact Expected,Consumer Credit m/m,15.2B,17.2B,17.7B,1.12177,1.12178,1.12174,1.12175,263.38,'Actual' greater than 'Forecast' is good for currency;,1,0,0
07.04.2019 23:50:00.00,JPY,Low Impact Expected,Current Account,1.96T,1.96T,1.83T,111.714,111.719,111.714,111.718,120.53,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.04.2019 01:30:00.00,AUD,Low Impact Expected,ANZ Job Advertisements m/m,-1.70%,,-0.80%,0.70942,0.70943,0.70935,0.70941,117.55,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.04.2019 05:00:00.00,JPY,Low Impact Expected,Consumer Confidence,40.5,41.5,41.5,111.395,111.397,111.395,111.397,18.81,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.04.2019 06:00:00.00,EUR,Low Impact Expected,German Trade Balance,18.7B,19.0B,18.6B,1.12261,1.12267,1.12250,1.12251,305.39,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.04.2019 06:00:00.00,JPY,Low Impact Expected,Economy Watchers Sentiment,44.8,47.6,47.5,111.426,111.437,111.425,111.436,95.79,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.04.2019 08:30:00.00,EUR,Low Impact Expected,Sentix Investor Confidence,-0.3,-1.7,-2.2,1.12325,1.12345,1.12325,1.12343,480.84,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.04.2019 08:30:00.00,GBP,Low Impact Expected,Consumer Inflation Expectations,3.20%,,3.20%,1.30633,1.30643,1.30620,1.30628,377.07,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.04.2019 12:13:00.00,CAD,Low Impact Expected,Housing Starts,193K,193K,166K,1.33751,1.33752,1.33724,1.33736,147.88,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.04.2019 12:30:00.00,CAD,Low Impact Expected,Building Permits m/m,-5.70%,2.00%,-6.00%,1.33679,1.33718,1.33679,1.33699,155.04,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.04.2019 14:00:00.00,USD,Low Impact Expected,Factory Orders m/m,-0.50%,-0.50%,0.00%,1.12729,1.12731,1.12715,1.12720,640.67,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.04.2019 23:01:00.00,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,-1.10%,-0.70%,-0.10%,1.30597,1.30604,1.30597,1.30603,12,'Actual' greater than 'Forecast' is good for currency;,1,0,0
09.04.2019 01:30:00.00,AUD,Low Impact Expected,Home Loans m/m,2.00%,-3.00%,-2.50%,0.71243,0.71292,0.71243,0.71289,292.26,-,1,0,0
09.04.2019 05:45:00.00,CHF,Low Impact Expected,Unemployment Rate,2.40%,2.40%,2.40%,0.99862,0.99862,0.99855,0.99855,17.65,'Actual' less than 'Forecast' is good for currency;,1,0,0
09.04.2019 08:00:00.00,EUR,Low Impact Expected,Italian Retail Sales m/m,0.10%,-0.20%,0.60%,1.12652,1.12652,1.12640,1.12642,518.28,'Actual' greater than 'Forecast' is good for currency;,1,0,0
09.04.2019 10:00:00.00,USD,Low Impact Expected,NFIB Small Business Index,101.8,101.3,101.7,1.12741,1.12747,1.12737,1.12744,694.15,'Actual' greater than 'Forecast' is good for currency;,1,0,0
09.04.2019 14:00:00.00,USD,Low Impact Expected,JOLTS Job Openings,7.09M,7.54M,7.63M,1.12791,1.12796,1.12784,1.12796,816,'Actual' greater than 'Forecast' is good for currency;,1,0,0
09.04.2019 14:03:00.00,USD,Low Impact Expected,IBD/TIPP Economic Optimism,54.2,53.2,55.7,1.12806,1.12807,1.12784,1.12785,821.6,'Actual' greater than 'Forecast' is good for currency;,1,0,0
09.04.2019 23:50:00.00,JPY,Low Impact Expected,Bank Lending y/y,2.40%,2.30%,2.30%,111.087,111.096,111.086,111.093,101.18,'Actual' greater than 'Forecast' is good for currency;,3,0,0
09.04.2019 23:50:00.00,JPY,Low Impact Expected,Core Machinery Orders m/m,1.80%,3.00%,-5.40%,111.087,111.096,111.086,111.093,101.18,'Actual' greater than 'Forecast' is good for currency;,3,0,0
09.04.2019 23:50:00.00,JPY,Low Impact Expected,PPI y/y,1.30%,1.00%,0.90%,111.087,111.096,111.086,111.093,101.18,'Actual' greater than 'Forecast' is good for currency;,3,0,0
10.04.2019 00:30:00.00,AUD,Medium Impact Expected,Westpac Consumer Sentiment,1.90%,,-4.80%,0.71265,0.71307,0.71265,0.71267,250.97,'Actual' greater than 'Forecast' is good for currency;,0,1,0
10.04.2019 05:59:00.00,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,-28.50%,,-29.30%,111.167,111.174,111.167,111.173,60.2,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.04.2019 06:45:00.00,EUR,Low Impact Expected,French Industrial Production m/m,0.40%,-0.50%,1.20%,1.12684,1.12702,1.12684,1.12693,704.21,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.04.2019 08:00:00.00,EUR,Low Impact Expected,Italian Industrial Production m/m,0.80%,-0.50%,1.90%,1.12655,1.12665,1.12655,1.12663,611.15,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.04.2019 08:30:00.00,GBP,High Impact Expected,GDP m/m,0.20%,0.20%,0.50%,1.30711,1.30850,1.30706,1.30788,645.33,'Actual' greater than 'Forecast' is good for currency;,4,0,2
10.04.2019 08:30:00.00,GBP,High Impact Expected,Manufacturing Production m/m,0.90%,0.20%,1.10%,1.30711,1.30850,1.30706,1.30788,645.33,'Actual' greater than 'Forecast' is good for currency;,4,0,2
10.04.2019 08:30:00.00,GBP,Low Impact Expected,Construction Output m/m,0.40%,-0.20%,3.50%,1.30711,1.30850,1.30706,1.30788,645.33,'Actual' greater than 'Forecast' is good for currency;,4,0,2
10.04.2019 08:30:00.00,GBP,Low Impact Expected,Goods Trade Balance,-14.1B,-12.5B,-14.6B,1.30711,1.30850,1.30706,1.30788,645.33,'Actual' greater than 'Forecast' is good for currency;,4,0,2
10.04.2019 08:30:00.00,GBP,Low Impact Expected,Index of Services 3m/3m,0.40%,0.40%,0.50%,1.30711,1.30850,1.30706,1.30788,645.33,'Actual' greater than 'Forecast' is good for currency;,4,0,2
10.04.2019 08:30:00.00,GBP,Low Impact Expected,Industrial Production m/m,0.60%,0.10%,0.70%,1.30711,1.30850,1.30706,1.30788,645.33,'Actual' greater than 'Forecast' is good for currency;,4,0,2
10.04.2019 11:45:00.00,EUR,High Impact Expected,Main Refinancing Rate,0.00%,0.00%,0.00%,1.12788,1.12793,1.12768,1.12774,350.01,'Actual' greater than 'Forecast' is good for currency;,0,0,2
10.04.2019 12:30:00.00,USD,High Impact Expected,CPI m/m,0.40%,0.30%,0.20%,1.12772,1.12876,1.12772,1.12809,875.2,'Actual' greater than 'Forecast' is good for currency;,0,0,2
10.04.2019 12:30:00.00,USD,High Impact Expected,Core CPI m/m,0.10%,0.20%,0.10%,1.12772,1.12876,1.12772,1.12809,875.2,'Actual' greater than 'Forecast' is good for currency;,0,0,2
10.04.2019 12:45:00.00,GBP,Low Impact Expected,NIESR GDP Estimate,0.40%,,0.30%,1.30820,1.30866,1.30806,1.30866,568.46,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.04.2019 14:30:00.00,USD,Low Impact Expected,Crude Oil Inventories,7.0M,2.6M,7.2M,1.12479,1.12481,1.12454,1.12458,618.04,'Actual' less than 'Forecast' is good for currency;,1,0,0
10.04.2019 18:00:00.00,USD,Low Impact Expected,Federal Budget Balance,-146.9B,-194.7B,-234.0B,1.12741,1.12771,1.12703,1.12705,554.54,'Actual' less than 'Forecast' is good for currency;,1,0,1
10.04.2019 22:45:00.00,NZD,Low Impact Expected,FPI m/m,0.50%,,0.40%,0.67624,0.67658,0.67624,0.67653,86.61,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.04.2019 23:01:00.00,GBP,Low Impact Expected,RICS House Price Balance,-24%,-30%,-27%,1.30881,1.30889,1.30880,1.30888,26.55,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.04.2019 23:50:00.00,JPY,Low Impact Expected,M2 Money Stock y/y,2.40%,2.40%,2.40%,110.986,111.015,110.986,110.995,206.3,'Actual' greater than 'Forecast' is good for currency;,1,0,0
11.04.2019 01:00:00.00,AUD,Low Impact Expected,MI Inflation Expectations,3.90%,,4.10%,0.71636,0.71641,0.71636,0.71641,23.92,'Actual' greater than 'Forecast' is good for currency;,1,0,0
11.04.2019 06:00:00.00,EUR,Low Impact Expected,German Final CPI m/m,0.40%,0.40%,0.40%,1.12822,1.12822,1.12807,1.12810,338.59,'Actual' greater than 'Forecast' is good for currency;,1,0,0
11.04.2019 06:45:00.00,EUR,Low Impact Expected,French Final CPI m/m,0.80%,0.80%,0.80%,1.12783,1.12784,1.12773,1.12774,656.48,'Actual' greater than 'Forecast' is good for currency;,1,0,0
11.04.2019 12:30:00.00,CAD,Low Impact Expected,NHPI m/m,0.00%,0.00%,-0.10%,1.33768,1.33798,1.33760,1.33786,323.76,'Actual' greater than 'Forecast' is good for currency;,1,0,0
11.04.2019 12:30:00.00,USD,High Impact Expected,PPI m/m,0.60%,0.30%,0.10%,1.12627,1.12627,1.12573,1.12592,644.98,'Actual' greater than 'Forecast' is good for currency;,0,2,1
11.04.2019 12:30:00.00,USD,Medium Impact Expected,Core PPI m/m,0.30%,0.20%,0.10%,1.12627,1.12627,1.12573,1.12592,644.98,'Actual' greater than 'Forecast' is good for currency;,0,2,1
11.04.2019 12:30:00.00,USD,Medium Impact Expected,Unemployment Claims,196K,210K,204K,1.12627,1.12627,1.12573,1.12592,644.98,'Actual' less than 'Forecast' is good for currency;,0,2,1
11.04.2019 14:30:00.00,USD,Low Impact Expected,Natural Gas Storage,25B,32B,23B,1.12713,1.12719,1.12711,1.12716,446.67,'Actual' less than 'Forecast' is good for currency;,1,0,0
11.04.2019 22:30:00.00,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,51.9,,53.4,0.67292,0.67292,0.67238,0.67252,114.06,'Actual' greater than 'Forecast' is good for currency;,1,0,0
11.04.2019 22:48:00.00,NZD,Low Impact Expected,Visitor Arrivals m/m,-1.50%,,-0.30%,0.67235,0.67235,0.67233,0.67233,10,'Actual' greater than 'Forecast' is good for currency;,1,0,0
12.04.2019 06:00:00.00,EUR,Low Impact Expected,German WPI m/m,0.30%,0.20%,0.30%,1.12858,1.12863,1.12854,1.12858,251.16,'Actual' greater than 'Forecast' is good for currency;,1,0,0
12.04.2019 09:00:00.00,EUR,Low Impact Expected,Industrial Production m/m,-0.20%,-0.50%,1.90%,1.13054,1.13073,1.13047,1.13057,429.95,'Actual' greater than 'Forecast' is good for currency;,1,0,0
12.04.2019 12:30:00.00,USD,Low Impact Expected,Import Prices m/m,0.60%,0.40%,1.00%,1.13177,1.13181,1.13155,1.13160,436.08,'Actual' greater than 'Forecast' is good for currency;,1,0,0
12.04.2019 13:30:00.00,GBP,Low Impact Expected,CB Leading Index m/m,-0.40%,,-0.50%,1.31202,1.31208,1.31153,1.31161,200.26,'Actual' greater than 'Forecast' is good for currency;,1,0,0
12.04.2019 14:00:00.00,USD,Medium Impact Expected,Prelim UoM Consumer Sentiment,96.9,98.1,98.4,1.13137,1.13197,1.13137,1.13192,654.79,'Actual' greater than 'Forecast' is good for currency;,1,1,0
12.04.2019 14:00:00.00,USD,Low Impact Expected,Prelim UoM Inflation Expectations,2.40%,,2.50%,1.13137,1.13197,1.13137,1.13192,654.79,'Actual' greater than 'Forecast' is good for currency;,1,1,0
14.04.2019 22:30:00.00,NZD,Low Impact Expected,BusinessNZ Services Index,52.9,,53.6,0.67682,0.67682,0.67676,0.67676,7.01,'Actual' greater than 'Forecast' is good for currency;,1,0,0
14.04.2019 23:01:00.00,GBP,Low Impact Expected,Rightmove HPI m/m,1.10%,,0.40%,1.30780,1.30782,1.30775,1.30780,74.62,'Actual' greater than 'Forecast' is good for currency;,1,0,0
15.04.2019 06:30:00.00,CHF,Low Impact Expected,PPI m/m,0.30%,0.20%,0.20%,1.00141,1.00143,1.00134,1.00134,47.85,'Actual' greater than 'Forecast' is good for currency;,1,0,0
15.04.2019 12:30:00.00,USD,Low Impact Expected,Empire State Manufacturing Index,10.1,8.1,3.7,1.13128,1.13137,1.13113,1.13126,780.36,'Actual' greater than 'Forecast' is good for currency;,1,1,0
15.04.2019 20:00:00.00,USD,Low Impact Expected,TIC Long-Term Purchases,51.9B,-18.2B,-7.2B,1.13055,1.13055,1.13043,1.13045,161.2,'Actual' greater than 'Forecast' is good for currency;,1,0,0
16.04.2019 04:30:00.00,JPY,Low Impact Expected,Tertiary Industry Activity m/m,-0.60%,-0.20%,0.60%,111.943,111.943,111.942,111.942,27.55,'Actual' greater than 'Forecast' is good for currency;,1,0,0
16.04.2019 08:30:00.00,GBP,High Impact Expected,Average Earnings Index 3m/y,3.50%,3.50%,3.50%,1.30874,1.30896,1.30854,1.30854,219.24,'Actual' greater than 'Forecast' is good for currency;,1,1,1
16.04.2019 08:30:00.00,GBP,Medium Impact Expected,Unemployment Rate,3.90%,3.90%,3.90%,1.30874,1.30896,1.30854,1.30854,219.24,'Actual' less than 'Forecast' is good for currency;,1,1,1
16.04.2019 08:30:00.00,GBP,Low Impact Expected,Claimant Count Change,28.3K,17.3K,26.7K,1.30874,1.30896,1.30854,1.30854,219.24,'Actual' less than 'Forecast' is good for currency;,1,1,1
16.04.2019 09:00:00.00,EUR,Medium Impact Expected,German ZEW Economic Sentiment,3.1,0.9,-3.6,1.13052,1.13098,1.13030,1.13092,777.93,'Actual' greater than 'Forecast' is good for currency;,1,1,0
16.04.2019 09:00:00.00,EUR,Low Impact Expected,ZEW Economic Sentiment,4.5,1.2,-2.5,1.13052,1.13098,1.13030,1.13092,777.93,'Actual' greater than 'Forecast' is good for currency;,1,1,0
16.04.2019 12:30:00.00,CAD,Medium Impact Expected,Manufacturing Sales m/m,-0.20%,-0.10%,0.80%,1.33689,1.33779,1.33670,1.33773,374.23,'Actual' greater than 'Forecast' is good for currency;,1,1,0
16.04.2019 12:30:00.00,CAD,Low Impact Expected,Foreign Securities Purchases,12.05B,27.34B,28.59B,1.33689,1.33779,1.33670,1.33773,374.23,'Actual' greater than 'Forecast' is good for currency;,1,1,0
16.04.2019 13:15:00.00,USD,Low Impact Expected,Capacity Utilization Rate,78.80%,79.20%,78.20%,1.12968,1.12996,1.12968,1.12994,619.85,'Actual' greater than 'Forecast' is good for currency;,2,0,0
16.04.2019 13:15:00.00,USD,Low Impact Expected,Industrial Production m/m,-0.10%,0.20%,0.10%,1.12968,1.12996,1.12968,1.12994,619.85,'Actual' greater than 'Forecast' is good for currency;,2,0,0
16.04.2019 14:00:00.00,USD,Low Impact Expected,NAHB Housing Market Index,63,63,62,1.12959,1.12974,1.12956,1.12963,612.29,'Actual' greater than 'Forecast' is good for currency;,1,0,0
16.04.2019 14:32:00.00,NZD,Low Impact Expected,GDT Price Index,0.50%,,0.80%,0.67661,0.67661,0.67655,0.67655,92.77,'Actual' greater than 'Forecast' is good for currency;,1,0,0
16.04.2019 22:45:00.00,NZD,High Impact Expected,CPI q/q,0.10%,0.30%,0.10%,0.67718,0.67730,0.66657,0.66705,760.4,'Actual' greater than 'Forecast' is good for currency;,0,0,1
16.04.2019 23:50:00.00,JPY,Low Impact Expected,Trade Balance,-0.18T,-0.30T,0.03T,111.996,111.996,111.993,111.996,40.41,'Actual' greater than 'Forecast' is good for currency;,1,0,0
17.04.2019 00:30:00.00,AUD,Low Impact Expected,MI Leading Index m/m,0.20%,,0.00%,0.71635,0.71635,0.71632,0.71634,33.99,'Actual' greater than 'Forecast' is good for currency;,1,0,0
17.04.2019 04:30:00.00,JPY,Low Impact Expected,Revised Industrial Production m/m,0.70%,1.40%,1.40%,111.959,111.960,111.959,111.960,13.31,'Actual' greater than 'Forecast' is good for currency;,1,0,0
17.04.2019 08:00:00.00,EUR,Low Impact Expected,Current Account,26.8B,33.2B,37.1B,1.13169,1.13178,1.13165,1.13169,539.77,'Actual' greater than 'Forecast' is good for currency;,1,0,0
17.04.2019 08:30:00.00,GBP,High Impact Expected,CPI y/y,1.90%,2.00%,1.90%,1.30474,1.30516,1.30382,1.30431,487.74,'Actual' greater than 'Forecast' is good for currency;,3,2,1
17.04.2019 08:30:00.00,GBP,Medium Impact Expected,PPI Input m/m,-0.20%,0.30%,1.00%,1.30474,1.30516,1.30382,1.30431,487.74,'Actual' greater than 'Forecast' is good for currency;,3,2,1
17.04.2019 08:30:00.00,GBP,Medium Impact Expected,RPI y/y,2.40%,2.60%,2.50%,1.30474,1.30516,1.30382,1.30431,487.74,'Actual' greater than 'Forecast' is good for currency;,3,2,1
17.04.2019 08:30:00.00,GBP,Low Impact Expected,Core CPI y/y,1.80%,1.90%,1.80%,1.30474,1.30516,1.30382,1.30431,487.74,'Actual' greater than 'Forecast' is good for currency;,3,2,1
17.04.2019 08:30:00.00,GBP,Low Impact Expected,HPI y/y,0.60%,1.30%,1.70%,1.30474,1.30516,1.30382,1.30431,487.74,'Actual' greater than 'Forecast' is good for currency;,3,2,1
17.04.2019 08:30:00.00,GBP,Low Impact Expected,PPI Output m/m,0.30%,0.20%,0.30%,1.30474,1.30516,1.30382,1.30431,487.74,'Actual' greater than 'Forecast' is good for currency;,3,2,1
17.04.2019 09:00:00.00,EUR,Low Impact Expected,Final CPI y/y,1.40%,1.40%,1.40%,1.13158,1.13161,1.13098,1.13098,471.57,'Actual' greater than 'Forecast' is good for currency;,3,0,0
17.04.2019 09:00:00.00,EUR,Low Impact Expected,Final Core CPI y/y,0.80%,0.80%,0.80%,1.13158,1.13161,1.13098,1.13098,471.57,'Actual' greater than 'Forecast' is good for currency;,3,0,0
17.04.2019 09:00:00.00,EUR,Low Impact Expected,Trade Balance,19.5B,16.8B,17.4B,1.13158,1.13161,1.13098,1.13098,471.57,'Actual' greater than 'Forecast' is good for currency;,3,0,0
17.04.2019 09:03:00.00,EUR,Low Impact Expected,Italian Trade Balance,3.27B,2.62B,0.33B,1.13143,1.13153,1.13123,1.13127,673.99,'Actual' greater than 'Forecast' is good for currency;,1,0,0
17.04.2019 12:30:00.00,CAD,High Impact Expected,CPI m/m,0.70%,0.70%,0.70%,1.33259,1.33271,1.32945,1.33001,725.39,'Actual' greater than 'Forecast' is good for currency;,0,3,2
17.04.2019 12:30:00.00,CAD,High Impact Expected,Trade Balance,-2.9B,-3.5B,-3.1B,1.33259,1.33271,1.32945,1.33001,725.39,'Actual' greater than 'Forecast' is good for currency;,0,3,2
17.04.2019 12:30:00.00,CAD,Medium Impact Expected,Common CPI y/y,1.80%,1.80%,1.80%,1.33259,1.33271,1.32945,1.33001,725.39,'Actual' greater than 'Forecast' is good for currency;,0,3,2
17.04.2019 12:30:00.00,CAD,Medium Impact Expected,Median CPI y/y,2.00%,1.80%,1.90%,1.33259,1.33271,1.32945,1.33001,725.39,'Actual' greater than 'Forecast' is good for currency;,0,3,2
17.04.2019 12:30:00.00,CAD,Medium Impact Expected,Trimmed CPI y/y,2.10%,1.80%,2.00%,1.33259,1.33271,1.32945,1.33001,725.39,'Actual' greater than 'Forecast' is good for currency;,0,3,2
17.04.2019 12:30:00.00,USD,Low Impact Expected,Trade Balance,-49.4B,-53.5B,-51.1B,1.13030,1.13044,1.13028,1.13039,364.89,'Actual' greater than 'Forecast' is good for currency;,1,0,0
17.04.2019 12:32:00.00,CAD,Low Impact Expected,Core CPI m/m,0.30%,,0.70%,1.32920,1.33009,1.32918,1.32919,454.17,'Actual' greater than 'Forecast' is good for currency;,1,0,0
17.04.2019 14:00:00.00,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.20%,0.40%,1.20%,1.13036,1.13048,1.13030,1.13030,681.34,'Actual' less than 'Forecast' is good for currency;,1,0,0
17.04.2019 14:30:00.00,USD,Low Impact Expected,Crude Oil Inventories,-1.4M,1.6M,7.0M,1.12975,1.12984,1.12966,1.12982,478.97,'Actual' less than 'Forecast' is good for currency;,1,0,0
17.04.2019 23:00:00.00,AUD,Low Impact Expected,Flash Manufacturing PMI,51,,52,0.71740,0.71746,0.71739,0.71739,40.56,'Actual' greater than 'Forecast' is good for currency;,2,0,0
17.04.2019 23:00:00.00,AUD,Low Impact Expected,Flash Services PMI,50.5,,49.3,0.71740,0.71746,0.71739,0.71739,40.56,'Actual' greater than 'Forecast' is good for currency;,2,0,0
18.04.2019 00:30:00.00,JPY,Low Impact Expected,Flash Manufacturing PMI,49.5,49.4,49.2,111.983,111.990,111.983,111.988,69.12,'Actual' greater than 'Forecast' is good for currency;,1,0,0
18.04.2019 01:30:00.00,AUD,High Impact Expected,Employment Change,25.7K,15.2K,10.7K,0.71665,0.71988,0.71665,0.71898,727.38,'Actual' greater than 'Forecast' is good for currency;,1,0,2
18.04.2019 01:30:00.00,AUD,High Impact Expected,Unemployment Rate,5.00%,5.00%,4.90%,0.71665,0.71988,0.71665,0.71898,727.38,'Actual' less than 'Forecast' is good for currency;,1,0,2
18.04.2019 01:30:00.00,AUD,Low Impact Expected,NAB Quarterly Business Confidence,-1,,1,0.71665,0.71988,0.71665,0.71898,727.38,'Actual' greater than 'Forecast' is good for currency;,1,0,2
18.04.2019 06:00:00.00,CHF,Low Impact Expected,Trade Balance,3.18B,2.87B,2.94B,1.00976,1.00995,1.00971,1.00995,78.87,'Actual' greater than 'Forecast' is good for currency;,1,0,0
18.04.2019 06:00:00.00,EUR,Low Impact Expected,German PPI m/m,-0.10%,0.20%,-0.10%,1.13000,1.13000,1.12985,1.12990,233.81,'Actual' greater than 'Forecast' is good for currency;,1,0,0
18.04.2019 07:15:00.00,EUR,High Impact Expected,French Flash Services PMI,50.5,49.8,49.1,1.12967,1.13023,1.12967,1.12993,865.83,'Actual' greater than 'Forecast' is good for currency;,0,1,1
18.04.2019 07:15:00.00,EUR,Medium Impact Expected,French Flash Manufacturing PMI,49.6,50,49.7,1.12967,1.13023,1.12967,1.12993,865.83,'Actual' greater than 'Forecast' is good for currency;,0,1,1
18.04.2019 07:30:00.00,EUR,High Impact Expected,German Flash Manufacturing PMI,44.5,45.2,44.1,1.12965,1.12965,1.12710,1.12770,1003.88,'Actual' greater than 'Forecast' is good for currency;,0,0,2
18.04.2019 07:30:00.00,EUR,High Impact Expected,German Flash Services PMI,55.6,55,55.4,1.12965,1.12965,1.12710,1.12770,1003.88,'Actual' greater than 'Forecast' is good for currency;,0,0,2
18.04.2019 08:00:00.00,EUR,Medium Impact Expected,Flash Manufacturing PMI,47.8,48.1,47.5,1.12710,1.12711,1.12574,1.12585,1033.65,'Actual' greater than 'Forecast' is good for currency;,0,2,0
18.04.2019 08:00:00.00,EUR,Medium Impact Expected,Flash Services PMI,52.5,53.1,53.3,1.12710,1.12711,1.12574,1.12585,1033.65,'Actual' greater than 'Forecast' is good for currency;,0,2,0
18.04.2019 08:30:00.00,GBP,High Impact Expected,Retail Sales m/m,1.10%,-0.30%,0.60%,1.30133,1.30305,1.30133,1.30231,534.29,'Actual' greater than 'Forecast' is good for currency;,0,1,1
18.04.2019 12:30:00.00,CAD,High Impact Expected,Core Retail Sales m/m,0.60%,0.20%,-0.60%,1.33908,1.33928,1.33726,1.33852,662.39,'Actual' greater than 'Forecast' is good for currency;,1,1,1
18.04.2019 12:30:00.00,CAD,Medium Impact Expected,Retail Sales m/m,0.80%,0.40%,-0.40%,1.33908,1.33928,1.33726,1.33852,662.39,'Actual' greater than 'Forecast' is good for currency;,1,1,1
18.04.2019 12:30:00.00,CAD,Low Impact Expected,ADP Non-Farm Employment Change,13.2K,,-21.2K,1.33908,1.33928,1.33726,1.33852,662.39,'Actual' greater than 'Forecast' is good for currency;,1,1,1
18.04.2019 12:30:00.00,USD,High Impact Expected,Core Retail Sales m/m,1.20%,0.70%,-0.20%,1.12463,1.12464,1.12379,1.12418,972.93,'Actual' greater than 'Forecast' is good for currency;,1,1,2
18.04.2019 12:30:00.00,USD,High Impact Expected,Retail Sales m/m,1.60%,0.90%,-0.20%,1.12463,1.12464,1.12379,1.12418,972.93,'Actual' greater than 'Forecast' is good for currency;,1,1,2
18.04.2019 12:30:00.00,USD,Medium Impact Expected,Philly Fed Manufacturing Index,8.5,11.2,13.7,1.12463,1.12464,1.12379,1.12418,972.93,'Actual' greater than 'Forecast' is good for currency;,1,1,2
18.04.2019 12:30:00.00,USD,Low Impact Expected,Unemployment Claims,192K,207K,197K,1.12463,1.12464,1.12379,1.12418,972.93,'Actual' less than 'Forecast' is good for currency;,1,1,2
18.04.2019 13:45:00.00,USD,Low Impact Expected,Flash Manufacturing PMI,52.4,52.8,52.4,1.12509,1.12521,1.12497,1.12502,1007.75,'Actual' greater than 'Forecast' is good for currency;,2,0,0
18.04.2019 13:45:00.00,USD,Low Impact Expected,Flash Services PMI,52.9,55,55.3,1.12509,1.12521,1.12497,1.12502,1007.75,'Actual' greater than 'Forecast' is good for currency;,2,0,0
18.04.2019 14:00:00.00,USD,Low Impact Expected,Business Inventories m/m,0.30%,0.30%,0.90%,1.12495,1.12500,1.12480,1.12484,721.25,'Actual' less than 'Forecast' is good for currency;,2,0,0
18.04.2019 14:00:00.00,USD,Low Impact Expected,CB Leading Index m/m,0.40%,0.40%,0.10%,1.12495,1.12500,1.12480,1.12484,721.25,'Actual' greater than 'Forecast' is good for currency;,2,0,0
18.04.2019 14:30:00.00,USD,Low Impact Expected,Natural Gas Storage,92B,82B,25B,1.12435,1.12445,1.12424,1.12442,462.49,'Actual' less than 'Forecast' is good for currency;,1,0,0
18.04.2019 23:30:00.00,JPY,Low Impact Expected,National Core CPI y/y,0.80%,0.70%,0.70%,111.974,111.974,111.974,111.974,3,'Actual' greater than 'Forecast' is good for currency;,1,0,0
19.04.2019 12:30:00.00,USD,Medium Impact Expected,Building Permits,1.27M,1.30M,1.29M,1.12441,1.12450,1.12431,1.12436,259,'Actual' greater than 'Forecast' is good for currency;,1,1,0
19.04.2019 12:30:00.00,USD,Low Impact Expected,Housing Starts,1.14M,1.23M,1.14M,1.12441,1.12450,1.12431,1.12436,259,'Actual' greater than 'Forecast' is good for currency;,1,1,0
22.04.2019 14:00:00.00,USD,Low Impact Expected,Existing Home Sales,5.21M,5.31M,5.48M,1.12514,1.12543,1.12513,1.12536,536.18,'Actual' greater than 'Forecast' is good for currency;,1,0,0
23.04.2019 03:03:00.00,NZD,Low Impact Expected,Credit Card Spending y/y,5.10%,,6.40%,0.66742,0.66752,0.66742,0.66750,85.94,'Actual' greater than 'Forecast' is good for currency;,1,0,0
23.04.2019 05:00:00.00,JPY,Low Impact Expected,BOJ Core CPI y/y,0.50%,0.50%,0.40%,111.866,111.868,111.862,111.862,89.68,'Actual' greater than 'Forecast' is good for currency;,1,0,0
23.04.2019 12:30:00.00,CAD,Low Impact Expected,Wholesale Sales m/m,0.30%,0.10%,0.40%,1.33923,1.33944,1.33913,1.33939,239.33,'Actual' greater than 'Forecast' is good for currency;,1,0,0
23.04.2019 13:00:00.00,USD,Low Impact Expected,HPI m/m,0.30%,0.60%,0.60%,1.12177,1.12180,1.12166,1.12168,573.7,'Actual' greater than 'Forecast' is good for currency;,1,0,0
23.04.2019 13:54:00.00,EUR,Low Impact Expected,Consumer Confidence,-8,-7,-7,1.12111,1.12131,1.12104,1.12129,397.09,'Actual' greater than 'Forecast' is good for currency;,1,0,0
