Time,Currency,Impact,Event,Actual,Forecast,Previous,Open,High,Low,Close,Volume,Low Impact,Medium Impact,High Impact
08.01.2019 09:20:00.00,USD,Low Impact Expected,NFIB Small Business Index,1,0.9875478927203064,1.0038314176245209,1.14515,1.14531,1.14515,1.14529,302.58,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.01.2019 12:30:00.00,CAD,High Impact Expected,Trade Balance,1,1.0,0.42857142857142855,1.32792,1.32793,1.32780,1.32783,60.61,'Actual' greater than 'Forecast' is good for currency;,0,0,1
08.01.2019 14:00:00.00,USD,Low Impact Expected,JOLTS Job Openings,1,1.0261248185776488,1.034833091436865,1.14274,1.14277,1.14248,1.14253,801.87,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.01.2019 19:00:00.00,USD,Low Impact Expected,Consumer Credit m/m,1,0.7828054298642534,1.1312217194570136,1.14409,1.14417,1.14406,1.14414,342.62,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.01.2019 20:30:00.00,AUD,Low Impact Expected,AIG Services Index,1,,1.0575815738963532,0.71380,0.71390,0.71375,0.71389,66.43,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.01.2019 23:00:00.00,JPY,Medium Impact Expected,Average Cash Earnings y/y,1,0.65,0.75,108.784,108.792,108.782,108.789,136.31,'Actual' greater than 'Forecast' is good for currency;,0,1,0
08.01.2019 23:00:00.00,NZD,Low Impact Expected,ANZ Commodity Prices m/m,1,,2.5,0.67221,0.67241,0.67219,0.67241,127.13,'Actual' greater than 'Forecast' is good for currency;,1,0,0
08.01.2019 23:30:00.00,AUD,Medium Impact Expected,Building Approvals m/m,1,0.03296703296703297,0.16483516483516483,0.71430,0.71431,0.71420,0.71420,182.19,'Actual' greater than 'Forecast' is good for currency;,0,1,0
09.01.2019 06:00:00.00,EUR,Low Impact Expected,German Trade Balance,1,0.9421052631578947,0.9105263157894737,1.14606,1.14607,1.14590,1.14592,153.97,'Actual' greater than 'Forecast' is good for currency;,1,0,0
09.01.2019 06:30:00.00,CHF,Low Impact Expected,CPI m/m,1,0.6666666666666667,1.0,0.98107,0.98107,0.98103,0.98107,23.43,'Actual' greater than 'Forecast' is good for currency;,1,0,0
09.01.2019 07:00:00.00,CHF,Low Impact Expected,Foreign Currency Reserves,1,,1.027434842249657,0.98124,0.98139,0.98116,0.98136,69.08,'Actual' less than 'Forecast' is good for currency;,1,0,0
09.01.2019 08:00:00.00,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,1,1.0,1.0095238095238095,1.14657,1.14712,1.14651,1.14667,585.17,'Actual' less than 'Forecast' is good for currency;,1,0,0
09.01.2019 09:00:00.00,EUR,Low Impact Expected,Unemployment Rate,1,1.0253164556962024,1.0126582278481011,1.14629,1.14640,1.14618,1.14636,523.58,'Actual' less than 'Forecast' is good for currency;,1,0,0
09.01.2019 12:13:00.00,CAD,Low Impact Expected,Housing Starts,1,0.971830985915493,1.051643192488263,1.32343,1.32363,1.32343,1.32361,59.1,'Actual' greater than 'Forecast' is good for currency;,1,0,0
09.01.2019 14:00:00.00,CAD,High Impact Expected,Overnight Rate,1,1.0,1.0,1.32461,1.32482,1.32448,1.32449,178.15,'Actual' greater than 'Forecast' is good for currency;,0,0,3
09.01.2019 14:30:00.00,USD,Low Impact Expected,Crude Oil Inventories,1,1.411764705882353,-0.0,1.14675,1.14724,1.14665,1.14706,828.08,'Actual' less than 'Forecast' is good for currency;,1,0,0
09.01.2019 23:01:00.00,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,1,0.4285714285714286,0.7142857142857143,1.27976,1.27988,1.27972,1.27981,292.95,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.01.2019 04:00:00.00,JPY,Low Impact Expected,Leading Indicators,1,1.002014098690836,1.0030211480362536,107.873,107.873,107.819,107.819,184.24,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.01.2019 06:45:00.00,EUR,Low Impact Expected,French Industrial Production m/m,1,-0.0,-1.0,1.15554,1.15558,1.15554,1.15556,112.5,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.01.2019 08:05:00.00,EUR,Low Impact Expected,Italian Retail Sales m/m,1,0.28571428571428575,0.28571428571428575,1.15501,1.15533,1.15485,1.15506,646.56,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.01.2019 12:30:00.00,CAD,Low Impact Expected,Building Permits m/m,1,-0.1923076923076923,-0.15384615384615385,1.32176,1.32176,1.32119,1.32125,143.28,'Actual' greater than 'Forecast' is good for currency;,2,0,0
10.01.2019 12:30:00.00,USD,Low Impact Expected,Unemployment Claims,1,1.0462962962962963,1.0787037037037037,1.15326,1.15354,1.15282,1.15351,402.61,'Actual' less than 'Forecast' is good for currency;,1,0,0
10.01.2019 14:30:00.00,USD,Low Impact Expected,Natural Gas Storage,1,0.6813186813186813,0.21978021978021978,1.15212,1.15259,1.15212,1.15252,784.45,'Actual' less than 'Forecast' is good for currency;,1,0,0
10.01.2019 20:30:00.00,AUD,Low Impact Expected,AIG Construction Index,1,,1.044600938967136,0.71811,0.71812,0.71811,0.71811,8.74,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.01.2019 20:45:00.00,NZD,Low Impact Expected,Building Consents m/m,1,,-0.7,0.67818,0.67828,0.67818,0.67818,28.6,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.01.2019 22:30:00.00,JPY,Low Impact Expected,Household Spending y/y,1,-0.0,0.5,108.383,108.389,108.383,108.386,17.29,'Actual' greater than 'Forecast' is good for currency;,1,0,0
10.01.2019 22:50:00.00,JPY,Low Impact Expected,Bank Lending y/y,1,0.8750000000000001,0.8750000000000001,108.407,108.407,108.405,108.407,7.5,'Actual' greater than 'Forecast' is good for currency;,2,0,0
10.01.2019 22:50:00.00,JPY,Low Impact Expected,Current Account,1,0.763888888888889,0.8402777777777778,108.407,108.407,108.405,108.407,7.5,'Actual' greater than 'Forecast' is good for currency;,2,0,0
10.01.2019 23:30:00.00,AUD,High Impact Expected,Retail Sales m/m,1,0.7499999999999999,0.7499999999999999,0.71835,0.71837,0.71835,0.71837,11.5,'Actual' greater than 'Forecast' is good for currency;,0,0,1
11.01.2019 04:03:00.00,JPY,Low Impact Expected,Economy Watchers Sentiment,1,1.0520833333333333,1.0625,108.280,108.280,108.263,108.272,57.9,'Actual' greater than 'Forecast' is good for currency;,1,0,0
11.01.2019 08:00:00.00,EUR,Low Impact Expected,Italian Industrial Production m/m,1,0.18749999999999997,0.0625,1.15260,1.15260,1.15235,1.15254,334.1,'Actual' greater than 'Forecast' is good for currency;,1,0,0
11.01.2019 08:30:00.00,GBP,High Impact Expected,GDP m/m,1,0.5,0.5,1.27339,1.27353,1.27316,1.27317,275.46,'Actual' greater than 'Forecast' is good for currency;,4,0,2
11.01.2019 08:30:00.00,GBP,High Impact Expected,Manufacturing Production m/m,1,-1.3333333333333335,2.0,1.27339,1.27353,1.27316,1.27317,275.46,'Actual' greater than 'Forecast' is good for currency;,4,0,2
11.01.2019 08:30:00.00,GBP,Low Impact Expected,Construction Output m/m,1,0.33333333333333337,0.0,1.27339,1.27353,1.27316,1.27317,275.46,'Actual' greater than 'Forecast' is good for currency;,4,0,2
11.01.2019 08:30:00.00,GBP,Low Impact Expected,Goods Trade Balance,1,0.9500000000000001,0.9916666666666667,1.27339,1.27353,1.27316,1.27317,275.46,'Actual' greater than 'Forecast' is good for currency;,4,0,2
11.01.2019 08:30:00.00,GBP,Low Impact Expected,Index of Services 3m/3m,1,0.6666666666666667,1.0,1.27339,1.27353,1.27316,1.27317,275.46,'Actual' greater than 'Forecast' is good for currency;,4,0,2
11.01.2019 08:30:00.00,GBP,Low Impact Expected,Industrial Production m/m,1,-0.7499999999999999,1.25,1.27339,1.27353,1.27316,1.27317,275.46,'Actual' greater than 'Forecast' is good for currency;,4,0,2
11.01.2019 12:30:00.00,USD,High Impact Expected,CPI m/m,1,1.0,-0.0,1.15333,1.15350,1.15333,1.15349,275.74,'Actual' greater than 'Forecast' is good for currency;,0,0,2
11.01.2019 12:30:00.00,USD,High Impact Expected,Core CPI m/m,1,1.0,1.0,1.15333,1.15350,1.15333,1.15349,275.74,'Actual' greater than 'Forecast' is good for currency;,0,0,2
11.01.2019 13:02:00.00,GBP,Low Impact Expected,NIESR GDP Estimate,1,,1.0,1.28010,1.28047,1.27997,1.28019,241.96,'Actual' greater than 'Forecast' is good for currency;,1,0,0
13.01.2019 23:09:00.00,AUD,Medium Impact Expected,MI Inflation Gauge m/m,1,,0.0,0.72034,0.72046,0.72034,0.72046,29.25,'Actual' greater than 'Forecast' is good for currency;,0,1,0
14.01.2019 06:00:00.00,EUR,Low Impact Expected,German WPI m/m,1,-0.25,-0.16666666666666669,1.14785,1.14792,1.14784,1.14792,49.67,'Actual' greater than 'Forecast' is good for currency;,1,0,0
14.01.2019 09:00:00.00,EUR,Low Impact Expected,Industrial Production m/m,1,-0.17647058823529413,-0.05882352941176471,1.14750,1.14775,1.14749,1.14772,383.93,'Actual' greater than 'Forecast' is good for currency;,1,0,0
14.01.2019 20:00:00.00,NZD,Medium Impact Expected,NZIER Business Confidence,1,,1.7647058823529411,0.68216,0.68226,0.68215,0.68224,24.22,'Actual' greater than 'Forecast' is good for currency;,0,1,0
14.01.2019 20:45:00.00,NZD,Low Impact Expected,FPI m/m,1,,2.9999999999999996,0.68204,0.68205,0.68203,0.68204,9,'Actual' greater than 'Forecast' is good for currency;,1,0,0
14.01.2019 22:50:00.00,JPY,Low Impact Expected,M2 Money Stock y/y,1,1.0,0.9583333333333333,108.162,108.162,108.160,108.161,26.7,'Actual' greater than 'Forecast' is good for currency;,1,0,0
15.01.2019 04:59:00.00,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,1,,0.9289617486338797,108.549,108.557,108.543,108.556,190.17,'Actual' greater than 'Forecast' is good for currency;,1,0,0
15.01.2019 06:45:00.00,EUR,Low Impact Expected,French Gov Budget Balance,1,,0.9100418410041842,1.14747,1.14747,1.14731,1.14732,161.66,'Actual' less than 'Forecast' is good for currency;,2,0,0
15.01.2019 09:00:00.00,EUR,Low Impact Expected,Trade Balance,1,0.8741721854304636,0.8940397350993378,1.14609,1.14632,1.14600,1.14600,530.44,'Actual' greater than 'Forecast' is good for currency;,1,0,0
15.01.2019 12:30:00.00,USD,High Impact Expected,PPI m/m,1,0.5,-0.5,1.14241,1.14258,1.14237,1.14254,489.16,'Actual' greater than 'Forecast' is good for currency;,1,1,1
15.01.2019 12:30:00.00,USD,Medium Impact Expected,Core PPI m/m,1,-2.0,-2.9999999999999996,1.14241,1.14258,1.14237,1.14254,489.16,'Actual' greater than 'Forecast' is good for currency;,1,1,1
15.01.2019 12:30:00.00,USD,Low Impact Expected,Empire State Manufacturing Index,1,2.9743589743589745,2.794871794871795,1.14241,1.14258,1.14237,1.14254,489.16,'Actual' greater than 'Forecast' is good for currency;,1,1,1
15.01.2019 13:14:00.00,NZD,Low Impact Expected,GDT Price Index,1,,0.6666666666666666,0.68174,0.68174,0.68164,0.68169,66.28,'Actual' greater than 'Forecast' is good for currency;,1,0,0
15.01.2019 14:02:00.00,USD,Low Impact Expected,IBD/TIPP Economic Optimism,1,1.0152963671128108,1.0057361376673042,1.14367,1.14386,1.14366,1.14381,657.03,'Actual' greater than 'Forecast' is good for currency;,1,0,0
15.01.2019 22:30:00.00,AUD,Medium Impact Expected,Westpac Consumer Sentiment,1,,-0.02127659574468085,0.71991,0.71991,0.71985,0.71986,10.75,'Actual' greater than 'Forecast' is good for currency;,0,1,0
15.01.2019 22:50:00.00,JPY,Low Impact Expected,PPI y/y,1,1.2,1.5333333333333332,108.662,108.675,108.662,108.665,41.19,'Actual' greater than 'Forecast' is good for currency;,2,0,0
16.01.2019 03:30:00.00,JPY,Low Impact Expected,Tertiary Industry Activity m/m,1,1.6666666666666667,-7.333333333333334,108.512,108.515,108.510,108.510,77.94,'Actual' greater than 'Forecast' is good for currency;,1,0,0
16.01.2019 06:00:00.00,EUR,Low Impact Expected,German Final CPI m/m,1,1.0,1.0,1.14115,1.14136,1.14113,1.14135,258.51,'Actual' greater than 'Forecast' is good for currency;,1,0,0
16.01.2019 08:30:00.00,GBP,High Impact Expected,CPI y/y,1,1.0,1.0952380952380951,1.28843,1.28843,1.28780,1.28786,367.24,'Actual' greater than 'Forecast' is good for currency;,3,2,1
16.01.2019 08:30:00.00,GBP,Medium Impact Expected,PPI Input m/m,1,1.5,2.6,1.28843,1.28843,1.28780,1.28786,367.24,'Actual' greater than 'Forecast' is good for currency;,3,2,1
16.01.2019 08:30:00.00,GBP,Medium Impact Expected,RPI y/y,1,1.074074074074074,1.1851851851851851,1.28843,1.28843,1.28780,1.28786,367.24,'Actual' greater than 'Forecast' is good for currency;,3,2,1
16.01.2019 08:30:00.00,GBP,Low Impact Expected,Core CPI y/y,1,0.9473684210526316,0.9473684210526316,1.28843,1.28843,1.28780,1.28786,367.24,'Actual' greater than 'Forecast' is good for currency;,3,2,1
16.01.2019 08:30:00.00,GBP,Low Impact Expected,HPI y/y,1,1.0714285714285714,0.9642857142857144,1.28843,1.28843,1.28780,1.28786,367.24,'Actual' greater than 'Forecast' is good for currency;,3,2,1
16.01.2019 08:30:00.00,GBP,Low Impact Expected,PPI Output m/m,1,-0.33333333333333337,-0.33333333333333337,1.28843,1.28843,1.28780,1.28786,367.24,'Actual' greater than 'Forecast' is good for currency;,3,2,1
16.01.2019 12:30:00.00,USD,Low Impact Expected,Import Prices m/m,1,1.3,1.9,1.13852,1.13860,1.13850,1.13856,367.82,'Actual' greater than 'Forecast' is good for currency;,1,0,0
16.01.2019 13:30:00.00,GBP,Low Impact Expected,CB Leading Index m/m,1,,0.8,1.28580,1.28581,1.28560,1.28562,156.8,'Actual' greater than 'Forecast' is good for currency;,1,0,0
16.01.2019 14:00:00.00,USD,Low Impact Expected,NAHB Housing Market Index,1,0.9655172413793104,0.9655172413793104,1.13902,1.13922,1.13901,1.13921,505.13,'Actual' greater than 'Forecast' is good for currency;,1,0,0
16.01.2019 14:30:00.00,USD,Low Impact Expected,Crude Oil Inventories,1,0.5185185185185185,0.6296296296296295,1.13965,1.13982,1.13961,1.13976,623.17,'Actual' less than 'Forecast' is good for currency;,1,0,0
16.01.2019 23:00:00.00,AUD,Low Impact Expected,MI Inflation Expectations,1,,1.1428571428571428,0.71694,0.71694,0.71677,0.71688,85.89,'Actual' greater than 'Forecast' is good for currency;,1,0,0
16.01.2019 23:01:00.00,GBP,Low Impact Expected,RICS House Price Balance,1,0.6842105263157895,0.5789473684210527,1.28793,1.28812,1.28793,1.28812,80.37,'Actual' greater than 'Forecast' is good for currency;,1,0,0
16.01.2019 23:30:00.00,AUD,Low Impact Expected,Home Loans m/m,1,1.6666666666666665,-2.3333333333333335,0.71732,0.71732,0.71727,0.71727,42.78,-,1,0,0
17.01.2019 08:00:00.00,EUR,Low Impact Expected,Italian Trade Balance,1,0.7526041666666667,0.9947916666666666,1.13879,1.13888,1.13859,1.13882,511.4,'Actual' greater than 'Forecast' is good for currency;,1,0,0
17.01.2019 09:00:00.00,EUR,Low Impact Expected,Final CPI y/y,1,1.0625,1.0,1.13956,1.13960,1.13930,1.13933,386.18,'Actual' greater than 'Forecast' is good for currency;,2,0,0
17.01.2019 09:00:00.00,EUR,Low Impact Expected,Final Core CPI y/y,1,1.0,1.0,1.13956,1.13960,1.13930,1.13933,386.18,'Actual' greater than 'Forecast' is good for currency;,2,0,0
17.01.2019 12:30:00.00,CAD,Low Impact Expected,ADP Non-Farm Employment Change,1,,-5.6923076923076925,1.32909,1.32911,1.32885,1.32888,91.27,'Actual' greater than 'Forecast' is good for currency;,1,0,0
17.01.2019 12:30:00.00,USD,Medium Impact Expected,Philly Fed Manufacturing Index,1,0.5705882352941176,0.5529411764705883,1.14014,1.14018,1.14009,1.14016,460.36,'Actual' greater than 'Forecast' is good for currency;,1,1,0
17.01.2019 12:30:00.00,USD,Low Impact Expected,Unemployment Claims,1,1.028169014084507,1.0140845070422535,1.14014,1.14018,1.14009,1.14016,460.36,'Actual' less than 'Forecast' is good for currency;,1,1,0
17.01.2019 14:30:00.00,USD,Low Impact Expected,Natural Gas Storage,1,0.9012345679012346,1.123456790123457,1.13898,1.13909,1.13897,1.13898,416.16,'Actual' less than 'Forecast' is good for currency;,1,0,0
17.01.2019 20:30:00.00,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,1,,0.9745916515426497,0.67675,0.67685,0.67673,0.67685,45.23,'Actual' greater than 'Forecast' is good for currency;,1,0,0
17.01.2019 22:30:00.00,JPY,Low Impact Expected,National Core CPI y/y,1,1.142857142857143,1.2857142857142858,109.227,109.231,109.220,109.230,301.44,'Actual' greater than 'Forecast' is good for currency;,1,0,0
18.01.2019 03:30:00.00,JPY,Low Impact Expected,Revised Industrial Production m/m,1,1.1,1.1,109.339,109.339,109.325,109.336,125,'Actual' greater than 'Forecast' is good for currency;,1,0,0
18.01.2019 06:30:00.00,CHF,Low Impact Expected,PPI m/m,1,0.16666666666666669,0.5,0.99391,0.99393,0.99391,0.99393,12.42,'Actual' greater than 'Forecast' is good for currency;,1,0,0
18.01.2019 08:00:00.00,EUR,Low Impact Expected,Current Account,1,1.187192118226601,1.3201970443349753,1.13913,1.13914,1.13888,1.13905,561.28,'Actual' greater than 'Forecast' is good for currency;,1,0,0
18.01.2019 08:30:00.00,GBP,High Impact Expected,Retail Sales m/m,1,0.888888888888889,-1.4444444444444444,1.29505,1.29516,1.29493,1.29512,274.87,'Actual' greater than 'Forecast' is good for currency;,0,0,1
18.01.2019 12:30:00.00,CAD,High Impact Expected,CPI m/m,1,4.0,4.0,1.32676,1.32680,1.32656,1.32665,86.84,'Actual' greater than 'Forecast' is good for currency;,1,3,1
18.01.2019 12:30:00.00,CAD,Medium Impact Expected,Common CPI y/y,1,1.0,1.0,1.32676,1.32680,1.32656,1.32665,86.84,'Actual' greater than 'Forecast' is good for currency;,1,3,1
18.01.2019 12:30:00.00,CAD,Medium Impact Expected,Median CPI y/y,1,1.0555555555555556,1.0,1.32676,1.32680,1.32656,1.32665,86.84,'Actual' greater than 'Forecast' is good for currency;,1,3,1
18.01.2019 12:30:00.00,CAD,Medium Impact Expected,Trimmed CPI y/y,1,1.0,1.0,1.32676,1.32680,1.32656,1.32665,86.84,'Actual' greater than 'Forecast' is good for currency;,1,3,1
18.01.2019 12:30:00.00,CAD,Low Impact Expected,Foreign Securities Purchases,1,0.21693121693121692,0.42010582010582015,1.32676,1.32680,1.32656,1.32665,86.84,'Actual' greater than 'Forecast' is good for currency;,1,3,1
18.01.2019 12:32:00.00,CAD,Low Impact Expected,Core CPI m/m,1,,1.0,1.32663,1.32665,1.32650,1.32655,58.58,'Actual' greater than 'Forecast' is good for currency;,1,0,0
18.01.2019 13:15:00.00,USD,Low Impact Expected,Capacity Utilization Rate,1,0.9987293519695043,0.9987293519695043,1.14018,1.14032,1.14016,1.14032,369.68,'Actual' greater than 'Forecast' is good for currency;,2,0,0
18.01.2019 13:15:00.00,USD,Low Impact Expected,Industrial Production m/m,1,0.6666666666666667,1.3333333333333335,1.14018,1.14032,1.14016,1.14032,369.68,'Actual' greater than 'Forecast' is good for currency;,2,0,0
18.01.2019 14:00:00.00,USD,Medium Impact Expected,Prelim UoM Consumer Sentiment,1,1.0694597574421167,1.083792723263506,1.13975,1.13997,1.13965,1.13991,540.81,'Actual' greater than 'Forecast' is good for currency;,1,1,0
18.01.2019 14:00:00.00,USD,Low Impact Expected,Prelim UoM Inflation Expectations,1,,1.0,1.13975,1.13997,1.13965,1.13991,540.81,'Actual' greater than 'Forecast' is good for currency;,1,1,0
20.01.2019 23:01:00.00,GBP,Low Impact Expected,Rightmove HPI m/m,1,,-3.75,1.28746,1.28746,1.28736,1.28736,35.12,'Actual' greater than 'Forecast' is good for currency;,1,0,0
20.01.2019 23:30:00.00,AUD,Low Impact Expected,HIA New Home Sales m/m,1,,-0.5373134328358209,0.71622,0.71623,0.71616,0.71616,46.67,-,1,0,0
21.01.2019 06:00:00.00,EUR,Low Impact Expected,German PPI m/m,1,0.25,-0.25,1.13778,1.13787,1.13776,1.13776,136.24,'Actual' greater than 'Forecast' is good for currency;,1,0,0
21.01.2019 20:30:00.00,NZD,Low Impact Expected,BusinessNZ Services Index,1,,1.0075471698113208,0.67275,0.67275,0.67270,0.67272,11,'Actual' greater than 'Forecast' is good for currency;,1,0,0
22.01.2019 04:00:00.00,JPY,Low Impact Expected,BOJ Core CPI y/y,1,1.25,1.25,109.447,109.447,109.425,109.435,158.06,'Actual' greater than 'Forecast' is good for currency;,1,0,0
22.01.2019 08:30:00.00,GBP,High Impact Expected,Average Earnings Index 3m/y,1,0.9705882352941176,0.9705882352941176,1.28659,1.28690,1.28659,1.28681,236.28,'Actual' greater than 'Forecast' is good for currency;,1,2,1
22.01.2019 08:30:00.00,GBP,Medium Impact Expected,Public Sector Net Borrowing,1,0.5238095238095238,3.0,1.28659,1.28690,1.28659,1.28681,236.28,'Actual' less than 'Forecast' is good for currency;,1,2,1
22.01.2019 08:30:00.00,GBP,Medium Impact Expected,Unemployment Rate,1,1.025,1.025,1.28659,1.28690,1.28659,1.28681,236.28,'Actual' less than 'Forecast' is good for currency;,1,2,1
22.01.2019 08:30:00.00,GBP,Low Impact Expected,Claimant Count Change,1,0.9663461538461539,1.1923076923076923,1.28659,1.28690,1.28659,1.28681,236.28,'Actual' less than 'Forecast' is good for currency;,1,2,1
22.01.2019 09:00:00.00,EUR,Medium Impact Expected,German ZEW Economic Sentiment,1,1.2533333333333334,1.1666666666666667,1.13606,1.13627,1.13602,1.13622,428.4,'Actual' greater than 'Forecast' is good for currency;,1,1,0
22.01.2019 09:00:00.00,EUR,Low Impact Expected,ZEW Economic Sentiment,1,0.9617224880382776,1.0047846889952154,1.13606,1.13627,1.13602,1.13622,428.4,'Actual' greater than 'Forecast' is good for currency;,1,1,0
22.01.2019 12:30:00.00,CAD,Medium Impact Expected,Manufacturing Sales m/m,1,0.5714285714285715,0.07142857142857144,1.33265,1.33265,1.33235,1.33240,116.2,'Actual' greater than 'Forecast' is good for currency;,1,1,0
22.01.2019 12:30:00.00,CAD,Low Impact Expected,Wholesale Sales m/m,1,0.3,-0.7,1.33265,1.33265,1.33235,1.33240,116.2,'Actual' greater than 'Forecast' is good for currency;,1,1,0
22.01.2019 14:00:00.00,USD,Low Impact Expected,Existing Home Sales,1,1.0561122244488976,1.0681362725450902,1.13456,1.13456,1.13398,1.13403,890.78,'Actual' greater than 'Forecast' is good for currency;,1,0,0
22.01.2019 14:30:00.00,AUD,Low Impact Expected,CB Leading Index m/m,1,,5.0,0.71306,0.71320,0.71305,0.71320,81.59,'Actual' greater than 'Forecast' is good for currency;,1,0,0
22.01.2019 20:45:00.00,NZD,High Impact Expected,CPI q/q,1,0.0,9.0,0.67212,0.67213,0.67206,0.67206,59.21,'Actual' greater than 'Forecast' is good for currency;,0,0,1
22.01.2019 22:30:00.00,AUD,Low Impact Expected,MI Leading Index m/m,1,,0.5,0.71228,0.71228,0.71217,0.71217,38.25,'Actual' greater than 'Forecast' is good for currency;,1,0,0
22.01.2019 22:50:00.00,JPY,Low Impact Expected,Trade Balance,1,1.6111111111111112,2.6666666666666665,109.331,109.334,109.331,109.333,27.13,'Actual' greater than 'Forecast' is good for currency;,1,0,0
23.01.2019 01:59:00.00,JPY,Medium Impact Expected,BOJ Policy Rate,1,1.0,1.0,109.670,109.671,109.661,109.661,87.11,'Actual' greater than 'Forecast' is good for currency;,0,1,2
23.01.2019 03:30:00.00,JPY,Low Impact Expected,All Industries Activity m/m,1,1.3333333333333335,-7.000000000000001,109.715,109.724,109.712,109.724,205.25,-,1,0,0
23.01.2019 10:00:00.00,GBP,Low Impact Expected,CBI Industrial Order Expectations,1,-5.0,-8.0,1.29854,1.29856,1.29810,1.29823,315.46,'Actual' greater than 'Forecast' is good for currency;,1,0,0
23.01.2019 12:30:00.00,CAD,High Impact Expected,Core Retail Sales m/m,1,0.6666666666666667,0.33333333333333337,1.33128,1.33133,1.33121,1.33133,70.44,'Actual' greater than 'Forecast' is good for currency;,0,1,1
23.01.2019 12:30:00.00,CAD,Medium Impact Expected,Retail Sales m/m,1,0.6666666666666666,-0.22222222222222224,1.33128,1.33133,1.33121,1.33133,70.44,'Actual' greater than 'Forecast' is good for currency;,0,1,1
23.01.2019 13:00:00.00,USD,Low Impact Expected,HPI m/m,1,0.7499999999999999,1.0,1.13658,1.13677,1.13658,1.13667,509.94,'Actual' greater than 'Forecast' is good for currency;,1,0,0
